tenure,monthly_charges,support_calls,usage_score,satisfaction,contract_type,payment_method,gender,total_charges,customer_id,churn
62.99149973703466,331.4162663069182,4.2329063485842635,321.4847966324236,31.41928447026261,Month-to-month,Mailed Check,Male,20876.407651921247,CUST00019,0
114.65693697256776,277.37967651959644,9.788087506960046,204.93944206877214,39.24158432684451,One year,Mailed Check,Male,31803.504088178604,CUST00020,1
93.5911280871022,216.12303798741846,3.8687333950539395,384.05058720458493,36.14041866609122,Month-to-month,Electronic Check,Female,20227.198930854138,CUST00021,0
75.98989333449913,47.57268500274206,6.699182066152132,531.4439003205433,35.09588265490746,Month-to-month,Mailed Check,Female,3615.0432589940956,CUST00022,0
48.047311698239014,236.25377359763513,5.173816879078409,499.1192573012635,34.99196066623138,Month-to-month,Bank Transfer,Male,11351.358699930766,CUST00023,0
83.96096737341546,217.31856405700472,4.879603933547518,453.734489064972,35.897507636489024,Month-to-month,Bank Transfer,Male,18246.27686642767,CUST00024,0
68.66356239828322,312.91130165247955,9.047786238168904,416.7898933412655,32.69451803764148,One year,Electronic Check,Male,21485.60468614305,CUST00025,1
57.081878967209576,186.1090533788762,5.044689954553167,410.53947012636024,43.6565430620975,Month-to-month,Credit Card,Male,10623.454459674958,CUST00026,0
24.010864677322257,182.0338751592547,4.8808385064882875,373.83678524193397,31.23253409826652,Month-to-month,Credit Card,Female,4370.790743137438,CUST00027,0
72.65026217551267,291.43810842178226,5.051858805256365,380.8837686827891,27.545541794291495,One year,Mailed Check,Male,21173.054984777966,CUST00028,1
107.22466986653949,177.61189524717568,4.576729208737476,157.1944398993981,45.78643858392445,Month-to-month,Bank Transfer,Female,19044.376832248807,CUST00029,0
107.63824849684232,258.63784260901025,5.448921271589365,394.47394909369507,47.34408257065137,One year,Credit Card,Male,27839.32437343584,CUST00030,0
46.775200714330325,124.7828553514522,5.335183096362526,321.7289731452382,24.35459584187534,Month-to-month,Electronic Check,Male,5836.743104771424,CUST00031,0
86.78661940415772,240.78678194532816,8.603612391701825,449.48716633980774,29.79942206905441,Month-to-month,Electronic Check,Male,20897.07080224111,CUST00032,1
93.65847054340131,291.1022927785937,4.322777050302632,326.5365014601018,27.292270993208177,Two year,Bank Transfer,Female,27264.195513320505,CUST00033,1
88.71822834429807,273.9714142392836,6.680830007127788,458.27433061810245,17.290833921526033,Two year,Electronic Check,Female,24306.258488291038,CUST00034,0
99.25611038554695,187.9358919214893,4.8097045948254635,268.59219650259934,28.842834788911933,Two year,Electronic Check,Male,18653.785633965563,CUST00035,0
89.94956164319646,72.68172974917323,6.6669510973227535,271.464085907499,40.66014740051236,Month-to-month,Bank Transfer,Female,6537.689730407404,CUST00036,0
70.17491140045622,288.0341995216897,5.831825933909149,114.85853116844255,33.51672782123875,Month-to-month,Mailed Check,Female,20212.774431735903,CUST00037,1
88.3106656064109,401.7102283380684,10.297659621692123,516.522714494517,36.1970433424457,One year,Mailed Check,Male,35475.29764543813,CUST00038,1
53.26292411382022,217.44600305085086,6.020202803241171,204.21118410495575,18.800171282649096,Month-to-month,Electronic Check,Male,11581.809959350989,CUST00039,0
79.80477344298912,212.94144229550295,4.756936881754378,656.0282003878543,34.65889702221147,Month-to-month,Mailed Check,Female,16993.743559015955,CUST00040,0
92.28084098284627,136.2780355338092,4.687820833537784,508.68119921536123,32.07333875292037,Month-to-month,Mailed Check,Female,12575.851726550121,CUST00041,0
97.07920373145144,288.1958563758549,5.107598559980712,488.49028435716406,31.564711089895226,Month-to-month,Electronic Check,Female,27977.824255671734,CUST00042,1
62.44856321072078,148.6510761956346,5.166253598194793,271.354138699762,27.084876650432253,Two year,Mailed Check,Male,9283.046128144759,CUST00043,0
104.260077758224,340.783399196699,10.541556311013922,477.9558640041631,45.94006507175797,Month-to-month,Electronic Check,Male,35530.10369895973,CUST00044,1
64.60456603173449,223.34381572474047,6.489608798422525,289.57747687341634,18.898296571536402,One year,Credit Card,Female,14429.030290768536,CUST00045,0
57.647471207380576,166.71243358678305,5.657372109743867,501.7198753845667,42.53831804161004,Month-to-month,Bank Transfer,Male,9610.550215106423,CUST00046,0
86.19424062795092,131.9436768564508,5.599785027087766,350.10434438479,30.71813642047173,Month-to-month,Bank Transfer,Male,11372.78503230152,CUST00047,0
77.0345129268849,283.0448385542012,4.120341587548704,294.31000213357066,24.639563944079086,Month-to-month,Mailed Check,Female,21804.22127449166,CUST00048,0
75.16139121715449,298.12746128862426,5.657900721832154,303.0856761763838,41.33994216191405,Month-to-month,Mailed Check,Female,22407.67475049137,CUST00049,1
70.64177909446802,358.7787757928839,11.78719635671932,328.3206717868184,44.88494400208785,Two year,Mailed Check,Male,25344.771023344576,CUST00050,1
103.57005627056571,242.53850491681214,5.150495645313734,232.47805224498856,27.45327116470424,One year,Bank Transfer,Male,25119.726602013114,CUST00051,1
76.92920334590508,193.3573034269648,5.598053798892055,598.6620386470753,32.806794071895176,Two year,Credit Card,Female,14874.823313748844,CUST00052,0
71.82108281453706,265.8231566334471,9.116345059938887,592.6823555293513,30.411859202296565,Two year,Credit Card,Male,19091.706946592465,CUST00053,1
96.8006174895184,168.15230613076534,5.567828732257544,244.0168827941034,22.884976850137548,One year,Bank Transfer,Male,16277.247065744616,CUST00054,0
88.45684072859325,303.61724279132346,3.4234495429275444,256.86455769085836,29.18916171369821,Two year,Credit Card,Female,26857.022088046728,CUST00055,0
96.26284022828514,187.36588807377538,4.383349363843937,482.07598199653285,38.67397871338604,Month-to-month,Bank Transfer,Female,18036.372547876595,CUST00056,0
76.2530197255859,242.55233986025766,4.746616425588366,429.14166894435095,36.72049147104403,Month-to-month,Credit Card,Male,18495.34835585124,CUST00057,0
86.53104580554036,114.76263838067128,5.0340840110638725,247.91994578325483,27.53866404199636,Month-to-month,Electronic Check,Male,9930.53111848253,CUST00058,0
105.58322067199393,246.58537412709055,6.193072359978755,419.4083836118373,21.16410619099808,Month-to-month,Electronic Check,Male,26035.277970946783,CUST00059,0
122.14286141483814,303.28463850120204,2.3305266193298957,170.38302856672428,33.27932218577483,Month-to-month,Bank Transfer,Female,37044.0535697016,CUST00060,1
86.26537772164974,215.19174776342925,5.533232202633546,394.5480910568763,42.634089053698474,Month-to-month,Credit Card,Male,18563.5974033942,CUST00061,0
85.95001620963914,213.54937886643225,5.325212944618794,438.6651489741346,31.215497483752365,Two year,Mailed Check,Male,18354.572575128223,CUST00062,0
71.25237987865343,217.79269556192887,9.685544195432279,533.1019745064261,38.77243140640354,Month-to-month,Credit Card,Female,15518.247878974473,CUST00063,1
53.895445749939924,206.28243540024863,4.949869520172098,645.2328000870294,33.48517034896228,Month-to-month,Electronic Check,Female,11117.683806279587,CUST00064,0
54.02845109853775,113.03989691601559,3.5503950667826096,393.8774493549636,36.84034469250764,Month-to-month,Electronic Check,Male,6107.370542710697,CUST00065,0
114.56998354850725,259.16800151723544,9.21706953865526,305.9210539451514,38.31526195204277,Month-to-month,Credit Card,Female,29692.873670129167,CUST00066,1
89.36387864366989,234.0783660533983,6.58179887817182,397.48576385077865,18.636072815393675,Two year,Credit Card,Female,20918.150697104422,CUST00067,0
19.616428720945336,127.73816239477878,4.442038374381215,478.6648636316979,35.659871294726955,Month-to-month,Mailed Check,Male,2505.766557561718,CUST00068,0
48.378000508312624,157.3368922887071,4.465953298879698,354.1636847756538,38.75458848933799,Two year,Mailed Check,Female,7611.644255119401,CUST00069,0
67.548555501547,284.220983957234,4.788929657445677,318.6336598149828,24.305416987320108,One year,Credit Card,Female,19198.716909539522,CUST00070,1
69.9870198749194,179.3783089462823,4.685801695130676,319.344100158518,39.039724433430266,Month-to-month,Credit Card,Male,12554.153273352891,CUST00071,0
91.38848366971756,217.05429325847908,4.880785867099114,288.6796195572948,31.02201456879162,Month-to-month,Credit Card,Female,19836.2627348946,CUST00072,0
53.409076019025704,175.3405602683582,5.699692569083653,347.10973872746774,34.18631366653211,Two year,Credit Card,Male,9364.7773125913,CUST00073,0
100.45742849532564,310.13070105790035,10.477708141701463,281.5529960084286,35.51660421039394,One year,Bank Transfer,Male,31154.93272572924,CUST00074,1
102.53068985148292,290.24192902953337,5.145617384833608,375.03588923528696,33.44243476429587,One year,Credit Card,Female,29758.705207223204,CUST00075,1
72.74258911792505,216.35033296902563,6.081271356267837,422.9439488870164,20.467193304690525,One year,Mailed Check,Female,15737.883376692105,CUST00076,0
91.88165783851619,83.65645813061872,4.315138824494533,388.7836011774539,31.25792108933488,Month-to-month,Electronic Check,Female,7686.494061939665,CUST00077,0
81.62267308959137,122.02183728054153,5.3429510671386184,560.5714827545871,25.48275560876752,Month-to-month,Bank Transfer,Male,9959.748534140956,CUST00078,0
85.401773127979,179.28803714249017,6.190410664541057,346.3368578439442,17.233580028159025,Month-to-month,Credit Card,Female,15311.516272603618,CUST00079,0
80.41475249304858,163.29676264424907,5.612353474175817,313.5828160060492,19.5736192182347,Two year,Electronic Check,Male,13131.46875095339,CUST00080,0
69.09282467153437,210.3535255207444,4.422162748730802,463.71459015072867,23.15532438374713,One year,Bank Transfer,Female,14533.919257843923,CUST00081,0
58.524636858286925,193.67590145523138,6.214754197576369,353.8218585911367,17.670164492599103,Month-to-month,Electronic Check,Female,11334.811800868782,CUST00082,0
72.14596371986053,260.6483782441851,4.4285399235423215,497.08001394318836,31.5603312305004,Month-to-month,Credit Card,Female,18804.728440445462,CUST00083,0
58.35092977399509,133.55417364801568,6.628672684425188,562.9730061177564,28.207187595264784,Month-to-month,Credit Card,Male,7793.010207559309,CUST00084,0
43.320619462934005,111.34639325389942,6.31878084076113,438.31974952343097,38.86989525291653,Month-to-month,Mailed Check,Female,4823.594730722379,CUST00085,0
85.09934879642339,90.15787817784272,4.020690586772615,503.0121347600791,32.210960350632924,One year,Credit Card,Female,7672.376721801686,CUST00086,0
98.50395515111421,194.33441360439735,6.22532002611863,8.574470315897287,19.51131757129398,One year,Credit Card,Male,19142.708362005636,CUST00087,0
68.30863942405863,183.90016601222618,4.807040234522349,410.2471289314324,39.75480622320309,Two year,Bank Transfer,Male,12561.970130153679,CUST00088,0
104.61283838179492,278.6900867240082,8.696051824562725,370.7286451447852,35.11716824453404,Month-to-month,Mailed Check,Female,29154.56100106708,CUST00089,1
74.25594263212956,313.69890201146217,4.368991772976552,527.1579300507047,42.270903013418895,Month-to-month,Bank Transfer,Female,23294.007671525167,CUST00090,0
87.47969331293854,182.8699358092693,4.631299058693905,400.72657099794463,33.12924291649155,One year,Electronic Check,Female,15997.405900751635,CUST00091,0
98.20339952810292,203.33162573111906,4.112503439219068,185.75349739347007,36.29595494010203,One year,Credit Card,Male,19967.85687837178,CUST00092,0
82.76385010309909,176.7476677556507,7.364544349745749,267.7913801729477,33.708399406000126,One year,Electronic Check,Male,14628.317480201034,CUST00093,0
93.0627037146178,193.7067716424247,5.02244220048047,349.34195342459225,36.64369927801701,One year,Bank Transfer,Male,18026.8758968741,CUST00094,0
75.67654665573482,314.81223157606706,9.381716954539034,373.53427351446794,30.076839106152708,Month-to-month,Credit Card,Male,23823.902530662235,CUST00095,1
97.0187791923257,236.47367993326188,6.475264461594426,507.5903101399886,15.805746541158667,Month-to-month,Credit Card,Female,22942.387738241832,CUST00096,0
76.60819540517979,312.7525536383797,1.82136993606042,529.4671568226333,40.236232201856275,Month-to-month,Bank Transfer,Male,23959.408742597963,CUST00097,1
68.50114969101055,263.08908795795264,4.148336566248628,425.9882326344742,36.548060175549026,Month-to-month,Bank Transfer,Male,18021.904996279158,CUST00098,0
32.77701550480238,244.83143553398529,5.333008276036621,326.78666806200323,34.523973131206056,Month-to-month,Bank Transfer,Male,8024.84375856046,CUST00099,0
31.365561526165394,278.63301416497586,8.820995371575487,349.09446070584573,36.009909721127045,Month-to-month,Bank Transfer,Female,8739.480949012464,CUST00100,1
62.71591890619184,293.4384836951915,5.537661392287784,486.77120228542077,38.11490300979027,One year,Bank Transfer,Female,18403.26414738353,CUST00101,1
97.36614842933817,252.06139771131578,5.047685209394523,255.03210643487284,30.21506884401206,Month-to-month,Credit Card,Male,24542.247462866413,CUST00102,0
45.09270533236432,309.16426136701995,3.3247979769673615,436.40628158044035,33.961852169572914,Month-to-month,Bank Transfer,Male,13941.052937121096,CUST00103,0
73.7330227551876,132.26439863566404,6.961258924281263,468.98795961724727,30.780281843503445,Two year,Credit Card,Female,9752.253914304622,CUST00104,0
81.32823103712654,130.34699907559906,2.895523214926693,279.8521846492748,41.89669039407875,Month-to-month,Credit Card,Female,10600.89085581644,CUST00105,0
101.1693429007763,149.0353729339651,5.7538720759340904,365.6839739099801,35.065452450415656,Month-to-month,Bank Transfer,Female,15077.810748701391,CUST00106,0
81.27449975145835,254.7294941643594,10.928646441639,387.08910578644145,41.15023865691121,One year,Bank Transfer,Female,20703.01221015034,CUST00107,1
56.28332042828589,203.7772970751236,5.14893768079736,533.7240914443897,25.919601115069106,Month-to-month,Mailed Check,Female,11469.262907289187,CUST00108,0
45.14020888748034,306.7570192217129,2.678017814243997,555.9611896321195,37.07367937136052,Month-to-month,Credit Card,Female,13847.075925368941,CUST00109,1
46.9775184979957,228.2930082308154,5.4438551447022085,447.04671763255124,45.49464300335814,Month-to-month,Bank Transfer,Female,10724.639017126216,CUST00110,0
72.81132082087309,280.3533659809659,8.443289251872399,549.8276061120312,35.48576593433437,Month-to-month,Bank Transfer,Female,20412.898873651757,CUST00111,1
65.06234188846551,136.9212655471679,4.532523299050551,450.6237333157401,31.865624073905057,Two year,Bank Transfer,Male,8908.418190831211,CUST00112,0
79.89425650720933,87.27165126397854,3.523882163054437,402.41885853256696,39.53766179769384,Two year,Mailed Check,Male,6972.503691892021,CUST00113,0
37.093190475980194,277.0649573135195,8.846048830420852,406.6710271053421,34.400338478607296,One year,Mailed Check,Male,10277.223235849702,CUST00114,1
88.83110482321985,295.98665849135784,9.751987873751883,231.2137132826542,41.25634765845163,Two year,Electronic Check,Male,26292.821886720383,CUST00115,1
33.46928117843672,299.26608873585064,3.457269261305651,467.214572705669,35.93182472988785,Two year,Credit Card,Male,10016.220871071178,CUST00116,1
70.21746815308322,148.7506993623344,4.850419282811105,217.1424677213114,35.27210487044957,Month-to-month,Electronic Check,Male,10444.897495223571,CUST00117,0
73.55800324751429,120.5580741655431,5.3877183299581795,349.4081993820587,31.012398989071283,Two year,Bank Transfer,Female,8868.011210983088,CUST00118,0
68.31876780995145,230.35541586585867,5.9321028731275085,382.308591382631,23.436147756081297,Month-to-month,Mailed Check,Female,15737.598170304405,CUST00119,0
71.49546259452958,269.779308377424,5.939755550867188,316.9196470027372,22.760885655900367,Two year,Mailed Check,Male,19287.99645087618,CUST00120,0
64.24605467301154,182.1145878974973,5.629511596621299,558.6592306402242,25.04732468238207,Two year,Electronic Check,Male,11700.143770815577,CUST00121,0
102.04269879439406,229.09905603121416,4.995558731201132,534.6354097159509,25.811546401728613,Month-to-month,Mailed Check,Female,23377.885968673192,CUST00122,0
72.60802583520284,92.95759739100764,4.994813027935001,314.98581397761063,38.5502224492988,Month-to-month,Bank Transfer,Female,6749.467632944667,CUST00123,0
75.05742528582032,188.20154403954456,5.032410292359023,428.0061618249432,39.881032786274744,Month-to-month,Mailed Check,Female,14125.923330424137,CUST00124,0
114.0383917215429,123.08085888493848,5.179639114516179,514.2950855549575,28.44424097715406,Month-to-month,Electronic Check,Male,14035.943198944557,CUST00125,0
111.81846993316007,293.47990181759275,4.981549298758702,544.9212915195608,32.75532084152898,Two year,Bank Transfer,Female,32816.47357737726,CUST00126,1
67.19980064023284,150.38382271017278,6.259253298385561,275.4534944326632,16.434574864055435,Two year,Electronic Check,Male,10105.76290563973,CUST00127,0
59.02671860551494,281.549777988385,5.7129116470254155,425.86781408659044,36.06015445233224,Month-to-month,Mailed Check,Male,16618.959518765605,CUST00128,0
77.40710348102483,284.97344666001976,5.0396795336827775,348.46629292140176,36.07806117370894,Month-to-month,Electronic Check,Female,22058.96907495646,CUST00129,0
67.24263173974168,214.00648475082295,4.8806091345584,405.7590592605728,44.12581257030601,Month-to-month,Electronic Check,Female,14390.359244016232,CUST00130,0
73.6912231551529,179.89898828524977,6.155110818510812,198.05415922389363,31.144952785020283,Month-to-month,Credit Card,Male,13256.976491114578,CUST00131,0
108.1345857438464,196.9303345395294,5.084448679615109,340.37622541337663,29.18619895219244,Month-to-month,Mailed Check,Female,21294.9801458291,CUST00132,0
102.34250906930428,180.18941928039254,5.967804447382713,499.4942051191101,30.913776667805042,Month-to-month,Mailed Check,Female,18441.037276896244,CUST00133,0
91.22305411796108,282.1243995202009,6.9080144504025025,489.48442495363525,31.289982247782632,Two year,Electronic Check,Male,25736.24936542856,CUST00134,1
80.27249579316052,233.55281892822072,8.215747095385968,412.0617579339163,35.57078911184982,Month-to-month,Credit Card,Female,18747.867674896377,CUST00135,1
94.42045616100913,306.83713035790043,7.397517923216872,373.5172930111462,13.592669958626322,Month-to-month,Mailed Check,Male,28971.70181552798,CUST00136,0
60.930877749682054,282.7911238582916,9.475869646782424,460.9174322121698,35.14022317854937,One year,Bank Transfer,Male,17230.71139650476,CUST00137,1
55.573697042319374,218.96291437004473,4.775239240913004,477.39912975115396,34.794999737549794,Month-to-month,Electronic Check,Female,12168.578666704185,CUST00138,0
68.11211927598151,161.16472565267676,5.081163405553735,343.17880175916895,26.597380725263427,Two year,Mailed Check,Male,10977.271016735956,CUST00139,0
61.16231992848016,166.35600637301826,5.200701135688625,475.55580182477775,42.498174267086185,Two year,Bank Transfer,Male,10174.719283810828,CUST00140,0
67.64821719793704,153.86771731586796,6.063200747834085,487.0543202090392,34.26296714654366,Month-to-month,Mailed Check,Female,10408.876760734614,CUST00141,0
74.24690620888074,329.9465439127715,9.717592479819622,402.54784731491907,27.443908808130608,Month-to-month,Bank Transfer,Female,24497.510099835898,CUST00142,1
93.68118091597611,261.52025546743755,5.021423423025632,241.93533922608617,30.201193405560502,Month-to-month,Electronic Check,Female,24499.52636563731,CUST00143,0
79.72482964904579,239.27931190308013,5.19278494240214,466.9845223045398,39.55309047375351,Month-to-month,Mailed Check,Male,19076.502380013957,CUST00144,0
57.31018779820023,279.82259697887287,7.8413555875813366,458.49362850169547,32.91106557406118,Month-to-month,Mailed Check,Male,16036.685583039301,CUST00145,1
62.83915343929542,151.06390763431847,5.141263440998552,298.39331458772574,27.08695394679883,One year,Credit Card,Female,9492.72807097249,CUST00146,0
77.84618297888878,254.85387761544368,8.444722606865836,237.48304574820312,33.44655786956119,Month-to-month,Electronic Check,Male,19839.401589731155,CUST00147,1
62.59131438732207,248.0815536174938,4.9429300324052114,418.61558364409177,27.961031113992277,Month-to-month,Bank Transfer,Female,15527.750516167851,CUST00148,0
59.688979320257985,137.77552666637038,4.991976840208578,535.8829771177209,28.318435201847414,Month-to-month,Mailed Check,Female,8223.680562026635,CUST00149,0
85.27854434517619,206.85816759838167,5.871452138214724,491.7815442067817,23.13438557198348,Two year,Mailed Check,Male,17640.56341870048,CUST00150,0
66.11562897412021,363.48633513385363,10.168763357152436,380.8812137997292,38.259984257659035,Month-to-month,Bank Transfer,Female,24032.12767087258,CUST00151,1
96.63526797155994,201.53993031196944,4.518823500792499,370.7203928058162,30.827230439024653,Month-to-month,Electronic Check,Male,19475.865172666683,CUST00152,0
79.51858393191544,244.02517825504432,5.187433952825371,355.5196317406594,38.58345075128183,Month-to-month,Credit Card,Male,19404.53661857437,CUST00153,0
117.57564585233735,224.7606710402528,5.132614960844186,472.73336423506674,29.616501139495625,Two year,Credit Card,Female,26426.381059762458,CUST00154,0
54.034125274086676,200.93287250986972,3.693595900993349,394.4750806584708,37.98927132217557,Month-to-month,Mailed Check,Male,10857.232004880389,CUST00155,0
97.19065848269182,235.71713845633758,5.770259258370517,258.99519037237764,37.409328272652466,One year,Bank Transfer,Female,22909.503902227287,CUST00156,0
73.9782200633894,200.82290896979248,5.851625742588738,369.01267488188694,23.95183255550827,One year,Mailed Check,Male,14856.521353537326,CUST00157,0
100.82868903189703,303.53860922894967,5.359783614606743,339.4406229852729,33.05604179036986,Month-to-month,Bank Transfer,Male,30605.400039120275,CUST00158,0
95.49492005268564,208.7523203198133,6.666328432433378,449.0673628771127,32.77565626863746,One year,Credit Card,Male,19934.786139753196,CUST00159,0
82.49201992458998,190.5162712585723,5.707588429326622,442.795810483335,27.68251004275517,Month-to-month,Electronic Check,Female,15716.072044620734,CUST00160,0
76.54442647718649,256.77581098355927,4.463615246632356,320.0831169278313,34.175499316649834,One year,Bank Transfer,Male,19654.757184950988,CUST00161,0
76.47588252296802,247.14236898227247,5.007320077905182,421.83334919644375,26.517655605699257,One year,Credit Card,Female,18900.430776736284,CUST00162,0
60.032657917221854,232.51750227384093,4.8669606357810355,294.03807544074374,28.33884731163217,Month-to-month,Mailed Check,Male,13958.643673772347,CUST00163,0
80.48666929738042,335.45033372730114,3.3269333654935203,166.9606856887003,39.003572498834515,Month-to-month,Bank Transfer,Male,26999.280076405183,CUST00164,0
55.49813423592443,183.8705227870956,3.4957028636465726,473.9867378316715,40.77478008725834,Two year,Electronic Check,Female,10204.470955667834,CUST00165,0
90.29537217517938,282.5577988016201,4.211019368647738,386.3970132620854,37.09016817218015,Month-to-month,Mailed Check,Female,25513.66160379174,CUST00166,0
79.6616908866149,317.2347266482138,6.4755785646031745,367.8371899447208,28.38731917356249,Month-to-month,Mailed Check,Female,25271.454732749782,CUST00167,0
81.99445845159767,226.898954921703,4.72595645508291,320.1945180943283,32.43648662414505,Month-to-month,Credit Card,Female,18604.45693203851,CUST00168,0
76.79545375000926,299.06885558459925,3.955853550158747,403.9988881505544,35.530753042873336,One year,Bank Transfer,Female,22967.12846711529,CUST00169,1
56.95186803059638,281.79873218647646,8.282761424952595,416.05715577579707,39.32808113122765,One year,Mailed Check,Male,16048.96420667358,CUST00170,1
105.40964085464023,267.15979853536453,5.338609823802343,276.0334431362059,31.402647952560336,Month-to-month,Electronic Check,Male,28161.218414410814,CUST00171,0
80.39672375518678,119.16722789928372,6.4787716327343094,211.8649767525846,38.729700942863495,Month-to-month,Bank Transfer,Female,9580.6547020901,CUST00172,0
82.68086397020737,204.53521057319762,5.607032256120086,412.9889049470524,22.78128381410919,Month-to-month,Electronic Check,Male,16911.14792252027,CUST00173,0
37.19918821172962,305.07054676408734,2.9701988989996444,535.7971244781966,36.62230555180094,One year,Mailed Check,Male,11348.376686932548,CUST00174,1
81.86377400473425,168.55132731591345,5.804972271457033,361.33340148800823,36.035785675373695,Month-to-month,Electronic Check,Male,13798.24776758793,CUST00175,0
61.27061345987924,152.49311258990534,4.695258287003181,303.6686451818652,27.68813496343103,One year,Credit Card,Female,9343.346556789935,CUST00176,0
58.962660777594714,290.29319080892765,6.303694971832899,318.94742135098073,40.07417178978951,Month-to-month,Electronic Check,Male,17116.458935712377,CUST00177,1
80.3087533261258,294.6456536716816,5.554787457710571,332.9934796237828,38.35218848434545,Two year,Bank Transfer,Male,23662.62511933417,CUST00178,1
68.50408038737235,180.50777157319308,5.173842953097578,581.7548863727312,25.492374714034707,Month-to-month,Electronic Check,Male,12365.518894395465,CUST00179,0
121.79897904917593,402.74631608354764,10.570343197378257,410.73628389604295,40.261197397906514,Month-to-month,Electronic Check,Female,49054.0901147928,CUST00180,1
63.787560708986646,299.6797063345511,3.2252715117046353,312.20648454530385,33.49901523197246,Month-to-month,Credit Card,Male,19115.83746106647,CUST00181,1
56.25100933564301,294.0905991261184,5.485385497348421,322.1110680826792,36.96755721864136,Two year,Electronic Check,Male,16542.893036968133,CUST00182,1
107.51826693330474,125.58881001395974,6.1972243610934425,288.32890832506035,33.01874993717276,Two year,Electronic Check,Female,13503.09119891702,CUST00183,0
79.40803003781329,175.56885024636296,5.2903292829811255,369.93745703519403,26.110978729775237,Month-to-month,Mailed Check,Female,13941.576534067533,CUST00184,0
45.70998268441179,164.81677657342723,5.5865268392376946,364.1898198206725,41.29217055116128,One year,Mailed Check,Male,7533.772003271926,CUST00185,0
52.64507444482716,201.23489732085162,5.365552688070556,351.30596763997175,26.55366210957426,Two year,Bank Transfer,Male,10594.026150353382,CUST00186,0
113.47491373377474,274.2094130512337,9.421295921670247,359.578647095713,36.23706673520457,One year,Mailed Check,Female,31115.88949097775,CUST00187,1
85.84945493734976,135.4255616536704,3.3304765869070625,301.3897740106151,39.49965944601958,Month-to-month,Mailed Check,Female,11626.21065255206,CUST00188,0
68.99519519427633,282.3574587374098,9.65244857072561,349.14040513985293,33.21401536967461,Month-to-month,Mailed Check,Female,19481.307980147412,CUST00189,1
109.5142341171654,109.70845298121377,6.241874419678509,531.2655579130331,33.77265877904658,Month-to-month,Mailed Check,Female,12014.637204416676,CUST00190,0
96.42339977206503,297.4026178616936,4.00678704054081,351.76048721980493,31.151815455655726,Two year,Credit Card,Female,28676.57151533677,CUST00191,1
82.65020925031402,295.4161894743727,6.045226284950613,363.1958769607193,43.06828039147323,Two year,Mailed Check,Female,24416.209875987315,CUST00192,1
